year, month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del,arr_cancelled,arr_diverted, arr_delay, carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2015,4,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",492,121,5,0,7932,2060,1397,1250,0,3225
2015,4,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",313,59,2,2,4080,1240,306,300,0,2234
2015,4,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",210,56,2,0,3016,768,513,526,0,1209
2015,4,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",46,5,0,0,569,143,0,49,0,377
2015,4,AA,American Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",120,23,1,0,1157,266,72,226,0,593
2015,4,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",92,22,0,0,1763,275,369,88,0,1031
2015,4,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",704,141,11,1,9308,2606,1506,1449,0,3747
2015,4,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",382,65,4,0,3094,1145,298,657,0,994
2015,4,AA,American Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",47,12,0,0,747,140,116,75,0,416
2015,4,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",172,36,1,0,2409,683,387,285,0,1054
2015,4,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",180,31,5,1,2094,277,277,239,0,1301
2015,4,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",120,28,1,1,1451,526,36,166,0,723
2015,4,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",488,82,0,2,5140,1889,632,474,0,2145
2015,4,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",360,79,1,1,4838,1017,410,1280,0,2131
2015,4,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",120,27,0,0,2086,386,266,170,0,1264
2015,4,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",296,51,3,1,4532,988,555,329,27,2633
2015,4,AA,American Airlines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",171,34,2,2,2319,378,402,450,0,1089
2015,4,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",266,44,3,0,2609,1155,309,496,0,649
2015,4,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",179,42,1,0,3168,1183,303,169,0,1513
2015,4,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",120,22,0,0,1292,786,0,140,0,366
2015,4,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",344,81,4,1,5693,2238,563,573,0,2319
2015,4,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",37,10,1,0,628,468,0,114,0,46
2015,4,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",103,17,0,0,1355,357,140,52,0,806
2015,4,AA,American Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",120,30,0,0,2076,885,35,121,0,1035
2015,4,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",90,15,0,1,1313,330,246,73,0,664
2015,4,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",146,37,2,0,2123,926,234,334,0,629
2015,4,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",133,28,0,0,1976,718,392,60,0,806
2015,4,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",180,42,1,0,3398,974,649,224,0,1551
2015,4,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",6,1,0,0,18,0,0,18,0,0
2015,4,AA,American Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",90,25,0,0,1145,417,107,240,0,381
2015,4,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",62,13,0,0,1144,207,378,36,0,523
2015,4,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville International-Standiford Field",26,2,0,0,164,8,0,106,0,50
2015,4,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",56,15,0,0,758,453,7,123,0,175
2015,4,AA,American Airlines Inc.,STX,"Christiansted, VI: Henry E. Rohlsen",51,10,0,0,346,89,0,72,0,185
2015,4,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",120,26,0,1,1553,619,131,103,0,700
2015,4,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",180,38,2,0,2319,503,550,340,0,926
2015,4,AA,American Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",146,25,0,0,1740,352,512,94,0,782
2015,4,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",7,0,0,0,0,0,0,0,0,0
2015,4,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",47,9,1,0,714,147,76,50,0,441
2015,4,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",116,26,1,0,1495,322,323,153,0,697
2015,4,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",56,9,0,1,837,111,113,45,0,568
2015,4,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",1,0,0,0,0,0,0,0,0,0
2015,4,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",150,32,0,0,2188,670,603,141,2,772
2015,4,AS,Alaska Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",120,12,0,0,682,508,0,115,0,59
2015,4,AS,Alaska Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",4455,403,26,2,22367,9047,543,3918,0,8859
2015,4,AS,Alaska Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",665,75,1,1,3841,2111,0,1098,0,632
2015,4,AS,Alaska Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",60,6,0,1,304,81,0,89,0,134
2015,4,AS,Alaska Airlines Inc.,BOS,"Boston, MA: Logan International",120,10,0,0,436,235,15,163,0,23
2015,4,AS,Alaska Airlines Inc.,MCO,"Orlando, FL: Orlando International",59,5,0,0,249,16,0,233,0,0
2015,4,AS,Alaska Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",176,15,1,2,967,551,0,367,0,49
2015,4,AS,Alaska Airlines Inc.,PDX,"Portland, OR: Portland International",1093,86,2,0,4302,1055,28,556,228,2435
2015,4,AS,Alaska Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",30,3,0,0,139,8,0,131,0,0
2015,4,AS,Alaska Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",30,2,0,0,46,9,0,37,0,0
2015,4,AS,Alaska Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",60,11,0,0,521,455,0,27,0,39
2015,4,AS,Alaska Airlines Inc.,ADQ,"Kodiak, AK: Kodiak Airport",30,6,0,0,183,28,0,76,0,79
2015,4,AS,Alaska Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",981,103,14,1,4967,1390,552,547,48,2430
2015,4,AS,Alaska Airlines Inc.,BET,"Bethel, AK: Bethel Airport",82,3,1,0,183,33,47,13,0,90
2015,4,AS,Alaska Airlines Inc.,SCC,"Deadhorse, AK: Deadhorse Airport",76,6,0,1,413,119,152,22,0,120
2015,4,AS,Alaska Airlines Inc.,BRW,"Barrow, AK: Wiley Post/Will Rogers Memorial",76,12,0,2,713,35,245,40,13,380
2015,4,AS,Alaska Airlines Inc.,FAI,"Fairbanks, AK: Fairbanks International",172,19,2,0,1007,243,17,81,0,666
2015,4,AS,Alaska Airlines Inc.,JNU,"Juneau, AK: Juneau International",301,40,2,1,2047,647,250,461,0,689
2015,4,AS,Alaska Airlines Inc.,KTN,"Ketchikan, AK: Ketchikan International",180,29,1,4,1406,869,6,210,0,321
2015,4,AS,Alaska Airlines Inc.,SAN,"San Diego, CA: San Diego International",462,39,0,0,1866,618,13,570,0,665
2015,4,AS,Alaska Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",301,16,4,0,739,272,7,135,0,325
2015,4,AS,Alaska Airlines Inc.,BUR,"Burbank, CA: Bob Hope",86,11,0,0,398,155,0,140,0,103
2015,4,AS,Alaska Airlines Inc.,ONT,"Ontario, CA: Ontario International",57,4,0,0,132,85,0,1,0,46
2015,4,AS,Alaska Airlines Inc.,BLI,"Bellingham, WA: Bellingham International",92,4,0,0,292,82,0,15,0,195
2015,4,AS,Alaska Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",204,24,0,0,856,333,0,106,0,417
2015,4,AS,Alaska Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",394,38,0,2,1308,581,10,333,0,384
2015,4,AS,Alaska Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",236,16,0,0,482,235,0,96,0,151
2015,4,AS,Alaska Airlines Inc.,TUS,"Tucson, AZ: Tucson International",34,1,0,0,15,0,0,9,0,6
2015,4,AS,Alaska Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",120,17,0,1,430,156,14,237,0,23
2015,4,AS,Alaska Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",30,3,0,0,94,12,0,34,0,48
2015,4,AS,Alaska Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",30,11,0,0,273,55,0,152,0,66
2015,4,AS,Alaska Airlines Inc.,DEN,"Denver, CO: Denver International",146,28,0,0,946,363,0,356,0,227
2015,4,AS,Alaska Airlines Inc.,GEG,"Spokane, WA: Spokane International",142,15,0,0,523,172,0,114,0,237
2015,4,AS,Alaska Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",176,14,0,0,715,76,26,64,0,549
2015,4,AS,Alaska Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",30,2,0,0,54,9,0,17,0,28
2015,4,AS,Alaska Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",30,8,0,1,200,49,12,114,0,25
2015,4,AS,Alaska Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",493,92,1,0,5440,1401,78,3643,0,318
2015,4,AS,Alaska Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",30,3,0,0,163,37,0,2,0,124
2015,4,AS,Alaska Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",30,0,0,0,0,0,0,0,0,0
2015,4,AS,Alaska Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",30,2,0,0,107,107,0,0,0,0
2015,4,AS,Alaska Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",30,5,0,0,147,35,0,112,0,0
2015,4,AS,Alaska Airlines Inc.,TPA,"Tampa, FL: Tampa International",30,6,0,0,362,204,0,158,0,0
2015,4,AS,Alaska Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",30,8,0,0,238,15,15,158,0,50
2015,4,AS,Alaska Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",30,2,0,0,106,84,0,8,0,14
2015,4,AS,Alaska Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",30,5,0,0,132,100,0,26,0,6
2015,4,AS,Alaska Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",243,15,0,0,468,72,0,259,0,137
2015,4,AS,Alaska Airlines Inc.,SMF,"Sacramento, CA: Sacramento International",197,19,0,0,661,335,0,207,0,119
2015,4,AS,Alaska Airlines Inc.,KOA,"Kona, HI: Kona International Airport at Keahole",146,11,0,0,562,462,0,85,0,15
2015,4,AS,Alaska Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",308,22,0,1,716,364,0,196,0,156
2015,4,AS,Alaska Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",201,9,1,0,466,294,6,40,0,126
2015,4,AS,Alaska Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",116,9,0,0,312,194,0,77,0,41
2015,4,AS,Alaska Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",235,28,0,1,1295,762,0,328,0,205
2015,4,AS,Alaska Airlines Inc.,CDV,"Cordova, AK: Merle K Mudhole Smith",60,8,1,1,381,23,8,58,0,292
2015,4,AS,Alaska Airlines Inc.,YAK,"Yakutat, AK: Yakutat Airport",60,11,2,0,401,14,0,93,0,294
2015,4,AS,Alaska Airlines Inc.,SIT,"Sitka, AK: Sitka Rocky Gutierrez",90,15,0,0,768,483,0,105,0,180
2015,4,AS,Alaska Airlines Inc.,PSG,"Petersburg, AK: Petersburg James A Johnson",60,14,1,1,406,62,23,141,0,180
2015,4,AS,Alaska Airlines Inc.,WRG,"Wrangell, AK: Wrangell Airport",60,12,3,0,408,0,44,91,0,273
2015,4,AS,Alaska Airlines Inc.,OME,"Nome, AK: Nome Airport",60,6,2,1,297,0,0,76,2,219
2015,4,AS,Alaska Airlines Inc.,OTZ,"Kotzebue, AK: Ralph Wien Memorial",60,8,0,0,675,294,275,88,0,18
2015,4,AS,Alaska Airlines Inc.,ADK,"Adak Island, AK: Adak",9,0,0,0,0,0,0,0,0,0
2015,4,B6,JetBlue Airways,BDL,"Hartford, CT: Bradley International",312,66,1,0,4036,1730,255,406,0,1645
2015,4,B6,JetBlue Airways,LAX,"Los Angeles, CA: Los Angeles International",352,69,0,8,2713,611,60,1456,0,586
2015,4,B6,JetBlue Airways,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1646,271,11,5,16586,6947,292,2754,0,6593
2015,4,B6,JetBlue Airways,JFK,"New York, NY: John F. Kennedy International",3587,850,46,9,63358,8807,1085,34884,6,18576
2015,4,B6,JetBlue Airways,SEA,"Seattle, WA: Seattle/Tacoma International",147,21,0,1,1111,636,0,145,4,326
2015,4,B6,JetBlue Airways,BOS,"Boston, MA: Logan International",3530,688,17,8,36698,9330,1180,9534,0,16654
2015,4,B6,JetBlue Airways,ORD,"Chicago, IL: Chicago O'Hare International",176,39,1,0,2445,432,164,1120,0,729
2015,4,B6,JetBlue Airways,HPN,"White Plains, NY: Westchester County",330,64,0,5,3119,1481,167,322,21,1128
2015,4,B6,JetBlue Airways,SYR,"Syracuse, NY: Syracuse Hancock International",117,31,4,0,2212,847,32,164,0,1169
2015,4,B6,JetBlue Airways,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",686,146,3,1,8030,2628,48,1773,0,3581
2015,4,B6,JetBlue Airways,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",140,21,0,1,927,452,20,116,0,339
2015,4,B6,JetBlue Airways,EWR,"Newark, NJ: Newark Liberty International",592,110,3,1,7388,2105,158,2460,20,2645
2015,4,B6,JetBlue Airways,RSW,"Fort Myers, FL: Southwest Florida International",470,69,3,0,4058,1662,9,460,10,1917
2015,4,B6,JetBlue Airways,SJU,"San Juan, PR: Luis Munoz Marin International",934,162,6,0,9301,4192,283,843,47,3936
2015,4,B6,JetBlue Airways,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",60,16,0,0,758,237,0,213,0,308
2015,4,B6,JetBlue Airways,DCA,"Washington, DC: Ronald Reagan Washington National",862,106,3,0,5061,1920,160,1116,26,1839
2015,4,B6,JetBlue Airways,TPA,"Tampa, FL: Tampa International",530,85,4,2,4593,1932,0,760,12,1889
2015,4,B6,JetBlue Airways,MCO,"Orlando, FL: Orlando International",1666,255,9,3,15534,5693,117,2353,95,7276
2015,4,B6,JetBlue Airways,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",120,29,0,0,2176,474,90,177,0,1435
2015,4,B6,JetBlue Airways,LGB,"Long Beach, CA: Long Beach Airport",641,75,1,4,3483,1193,84,688,0,1518
2015,4,B6,JetBlue Airways,SFO,"San Francisco, CA: San Francisco International",436,66,0,3,3274,586,188,1812,0,688
2015,4,B6,JetBlue Airways,LGA,"New York, NY: LaGuardia",570,123,7,4,7047,1910,170,3057,0,1910
2015,4,B6,JetBlue Airways,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",90,16,0,0,948,404,0,91,19,434
2015,4,B6,JetBlue Airways,CLE,"Cleveland, OH: Cleveland-Hopkins International",3,0,0,0,0,0,0,0,0,0
2015,4,B6,JetBlue Airways,SWF,"Newburgh/Poughkeepsie, NY: Stewart International",61,10,0,0,418,178,0,133,0,107
2015,4,B6,JetBlue Airways,OAK,"Oakland, CA: Metropolitan Oakland International",117,19,0,1,663,158,0,123,0,382
2015,4,B6,JetBlue Airways,LAS,"Las Vegas, NV: McCarran International",326,70,0,0,3549,1141,52,1138,0,1218
2015,4,B6,JetBlue Airways,SMF,"Sacramento, CA: Sacramento International",82,8,0,0,397,149,0,69,0,179
2015,4,B6,JetBlue Airways,ROC,"Rochester, NY: Greater Rochester International",86,24,2,0,1604,454,11,171,0,968
2015,4,B6,JetBlue Airways,SAN,"San Diego, CA: San Diego International",116,24,0,2,1321,449,283,473,0,116
2015,4,B6,JetBlue Airways,PWM,"Portland, ME: Portland International Jetport",90,23,2,0,1385,544,0,135,0,706
2015,4,B6,JetBlue Airways,AUS,"Austin, TX: Austin - Bergstrom International",186,26,0,0,1696,863,16,456,0,361
2015,4,B6,JetBlue Airways,CLT,"Charlotte, NC: Charlotte Douglas International",116,19,2,1,800,296,0,293,0,211
2015,4,B6,JetBlue Airways,SLC,"Salt Lake City, UT: Salt Lake City International",132,31,1,0,1170,259,77,556,0,278
2015,4,B6,JetBlue Airways,BTV,"Burlington, VT: Burlington International",90,30,0,0,1904,407,3,255,0,1239
2015,4,B6,JetBlue Airways,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",48,14,0,4,803,276,0,378,0,149
2015,4,B6,JetBlue Airways,PVD,"Providence, RI: Theodore Francis Green State",90,13,0,0,863,526,0,84,0,253
2015,4,B6,JetBlue Airways,JAX,"Jacksonville, FL: Jacksonville International",270,50,1,0,3430,1850,127,531,0,922
2015,4,B6,JetBlue Airways,STX,"Christiansted, VI: Henry E. Rohlsen",30,3,0,0,298,18,0,11,0,269
2015,4,B6,JetBlue Airways,IAD,"Washington, DC: Washington Dulles International",172,29,3,0,1870,484,71,131,0,1184
2015,4,B6,JetBlue Airways,BUR,"Burbank, CA: Bob Hope",30,3,1,0,266,22,0,92,0,152
2015,4,B6,JetBlue Airways,RIC,"Richmond, VA: Richmond International",206,26,0,2,1541,737,0,60,0,744
2015,4,B6,JetBlue Airways,PHL,"Philadelphia, PA: Philadelphia International",142,28,0,0,1743,460,0,820,0,463
2015,4,B6,JetBlue Airways,HOU,"Houston, TX: William P Hobby",60,9,0,0,315,199,0,116,0,0
2015,4,B6,JetBlue Airways,STT,"Charlotte Amalie, VI: Cyril E King",94,8,0,0,554,268,0,0,0,286
2015,4,B6,JetBlue Airways,SAV,"Savannah, GA: Savannah/Hilton Head International",90,13,0,0,745,204,0,206,0,335
2015,4,B6,JetBlue Airways,CHS,"Charleston, SC: Charleston AFB/International",158,19,0,0,1191,519,0,216,64,392
2015,4,B6,JetBlue Airways,BQN,"Aguadilla, PR: Rafael Hernandez",60,19,0,0,1184,459,38,344,24,319
2015,4,B6,JetBlue Airways,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",233,40,1,0,1748,820,26,415,0,487
2015,4,B6,JetBlue Airways,PDX,"Portland, OR: Portland International",82,16,0,0,1141,75,11,107,0,948
2015,4,B6,JetBlue Airways,PSE,"Ponce, PR: Mercedita",60,15,0,0,811,367,5,76,0,363
2015,4,B6,JetBlue Airways,BUF,"Buffalo, NY: Buffalo Niagara International",343,69,5,0,4340,1524,79,388,0,2349
2015,4,B6,JetBlue Airways,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",56,10,0,0,332,45,0,284,0,3
2015,4,B6,JetBlue Airways,DEN,"Denver, CO: Denver International",86,22,1,0,1109,666,0,209,0,234
2015,4,B6,JetBlue Airways,DTW,"Detroit, MI: Detroit Metro Wayne County",87,7,0,0,296,80,0,90,0,126
2015,4,B6,JetBlue Airways,PIT,"Pittsburgh, PA: Pittsburgh International",142,25,1,0,1196,717,60,100,0,319
2015,4,B6,JetBlue Airways,ORH,"Worcester, MA: Worcester Regional",60,7,0,0,406,257,0,65,0,84
2015,4,DL,Delta Air Lines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",20225,2158,49,50,138617,52029,8369,33870,65,44284
2015,4,DL,Delta Air Lines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",91,9,0,0,549,431,25,68,0,25
2015,4,DL,Delta Air Lines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",4654,568,5,2,33123,12510,2365,6340,25,11883
2015,4,DL,Delta Air Lines Inc.,PHL,"Philadelphia, PA: Philadelphia International",599,103,0,0,6542,1542,671,2534,55,1740
2015,4,DL,Delta Air Lines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4944,592,2,13,33064,14735,2288,6393,0,9648
2015,4,DL,Delta Air Lines Inc.,SMF,"Sacramento, CA: Sacramento International",152,18,0,0,730,239,119,186,0,186
2015,4,DL,Delta Air Lines Inc.,MDW,"Chicago, IL: Chicago Midway International",232,33,0,0,1993,1250,214,239,0,290
2015,4,DL,Delta Air Lines Inc.,BOS,"Boston, MA: Logan International",1437,276,10,0,12740,2925,629,4889,0,4297
2015,4,DL,Delta Air Lines Inc.,MKE,"Milwaukee, WI: General Mitchell International",416,42,1,0,1827,752,398,370,0,307
2015,4,DL,Delta Air Lines Inc.,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",548,74,2,2,3641,1170,253,730,0,1488
2015,4,DL,Delta Air Lines Inc.,MCO,"Orlando, FL: Orlando International",1448,231,3,3,10766,4336,353,3062,0,3015
2015,4,DL,Delta Air Lines Inc.,SAT,"San Antonio, TX: San Antonio International",263,32,0,1,1140,498,88,237,0,317
2015,4,DL,Delta Air Lines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",655,77,0,5,3600,1411,289,814,0,1086
2015,4,DL,Delta Air Lines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",2866,302,1,4,18812,9275,599,2908,0,6030
2015,4,DL,Delta Air Lines Inc.,LGA,"New York, NY: LaGuardia",2325,492,12,14,28267,7729,708,12350,0,7480
2015,4,DL,Delta Air Lines Inc.,MIA,"Miami, FL: Miami International",810,100,5,0,6201,2295,370,1185,0,2351
2015,4,DL,Delta Air Lines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",976,110,2,0,7025,2829,447,1191,0,2558
2015,4,DL,Delta Air Lines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",286,38,0,2,2205,739,81,474,0,911
2015,4,DL,Delta Air Lines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",294,44,0,2,2373,849,238,325,0,961
2015,4,DL,Delta Air Lines Inc.,IND,"Indianapolis, IN: Indianapolis International",439,50,1,0,2479,1260,294,275,0,650
2015,4,DL,Delta Air Lines Inc.,RNO,"Reno, NV: Reno/Tahoe International",86,11,0,0,906,332,14,32,0,528
2015,4,DL,Delta Air Lines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",598,59,1,0,2961,1640,272,595,0,454
2015,4,DL,Delta Air Lines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",556,62,1,0,3499,1335,92,601,0,1471
2015,4,DL,Delta Air Lines Inc.,SFO,"San Francisco, CA: San Francisco International",726,116,3,0,5153,1859,246,1965,0,1083
2015,4,DL,Delta Air Lines Inc.,EWR,"Newark, NJ: Newark Liberty International",474,63,2,0,4518,1106,310,2306,0,796
2015,4,DL,Delta Air Lines Inc.,TPA,"Tampa, FL: Tampa International",1004,131,1,1,7570,2974,473,1493,0,2630
2015,4,DL,Delta Air Lines Inc.,SAN,"San Diego, CA: San Diego International",526,73,1,1,3521,1692,236,818,0,775
2015,4,DL,Delta Air Lines Inc.,DEN,"Denver, CO: Denver International",646,113,1,1,4651,2162,201,1543,0,745
2015,4,DL,Delta Air Lines Inc.,LAX,"Los Angeles, CA: Los Angeles International",1990,281,1,0,15307,6511,1873,3959,0,2964
2015,4,DL,Delta Air Lines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",1054,119,1,2,6889,3914,326,1053,0,1596
2015,4,DL,Delta Air Lines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",578,86,0,1,4623,1541,463,1383,0,1236
2015,4,DL,Delta Air Lines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",653,95,1,0,3937,1509,202,1245,0,981
2015,4,DL,Delta Air Lines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",789,118,2,3,5158,2044,554,1428,0,1132
2015,4,DL,Delta Air Lines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",86,8,0,0,354,229,51,48,0,26
2015,4,DL,Delta Air Lines Inc.,TYS,"Knoxville, TN: McGhee Tyson",75,5,0,0,317,7,160,5,0,145
2015,4,DL,Delta Air Lines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",251,29,0,0,2812,1567,41,157,0,1047
2015,4,DL,Delta Air Lines Inc.,MEM,"Memphis, TN: Memphis International",393,55,2,0,3306,1580,459,393,0,874
2015,4,DL,Delta Air Lines Inc.,BDL,"Hartford, CT: Bradley International",374,35,0,1,2049,1287,249,70,0,443
2015,4,DL,Delta Air Lines Inc.,HOU,"Houston, TX: William P Hobby",199,22,1,0,976,451,49,344,0,132
2015,4,DL,Delta Air Lines Inc.,ELP,"El Paso, TX: El Paso International",57,9,0,1,460,240,85,55,0,80
2015,4,DL,Delta Air Lines Inc.,IAD,"Washington, DC: Washington Dulles International",210,21,1,0,713,306,85,66,0,256
2015,4,DL,Delta Air Lines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",232,30,1,1,1122,409,87,499,0,127
2015,4,DL,Delta Air Lines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",284,36,1,0,1638,1025,53,138,0,422
2015,4,DL,Delta Air Lines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",137,16,1,0,826,218,152,130,0,326
2015,4,DL,Delta Air Lines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",91,7,0,1,405,174,39,190,0,2
2015,4,DL,Delta Air Lines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",612,58,1,0,2788,1307,596,456,0,429
2015,4,DL,Delta Air Lines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",643,126,3,0,7834,2814,220,3685,44,1071
2015,4,DL,Delta Air Lines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",339,39,0,0,1801,747,107,394,0,553
2015,4,DL,Delta Air Lines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",81,13,0,0,667,344,60,60,0,203
2015,4,DL,Delta Air Lines Inc.,LAS,"Las Vegas, NV: McCarran International",932,110,0,2,6853,3223,313,1947,0,1370
2015,4,DL,Delta Air Lines Inc.,FNT,"Flint, MI: Bishop International",83,9,0,0,523,124,214,49,0,136
2015,4,DL,Delta Air Lines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",30,6,0,0,358,112,19,31,0,196
2015,4,DL,Delta Air Lines Inc.,ATW,"Appleton, WI: Appleton International",35,2,0,0,215,25,33,3,0,154
2015,4,DL,Delta Air Lines Inc.,PDX,"Portland, OR: Portland International",403,48,0,0,2493,870,128,771,0,724
2015,4,DL,Delta Air Lines Inc.,MCI,"Kansas City, MO: Kansas City International",462,48,1,0,2712,1694,105,242,0,671
