"","year","month","carrier","carrier_name","airport","airport_name","arr_flights","arr_del","arr_cancelled","arr_diverted","arr_delay","carrier_delay","weather_delay","nas_delay","security_delay","late_aircraft_delay"
"10720",2015,10,"EV","ExpressJet Airlines Inc.","EYW","Key West, FL: Key West International",66,9,0,0,349,193,0,44,0,112
"10721",2015,10,"EV","ExpressJet Airlines Inc.","ELM","Elmira/Corning, NY: Elmira/Corning Regional",195,22,0,0,998,612,0,91,0,295
"10727",2015,10,"EV","ExpressJet Airlines Inc.","BMI","Bloomington/Normal, IL: Central Illinois Regional",87,11,0,0,437,175,0,44,0,218
"10736",2015,10,"EV","ExpressJet Airlines Inc.","ISN","Williston, ND: Sloulin Field International",26,5,0,0,199,7,0,177,0,15
"10740",2015,10,"F9","Frontier Airlines Inc.","LAS","Las Vegas, NV: McCarran International",461,75,1,1,3476,1374,0,875,0,1227
"10745",2015,10,"F9","Frontier Airlines Inc.","PHL","Philadelphia, PA: Philadelphia International",280,67,0,0,3865,1064,0,1750,0,1051
"10748",2015,10,"F9","Frontier Airlines Inc.","CLE","Cleveland, OH: Cleveland-Hopkins International",250,51,0,0,2435,427,0,894,0,1114
"10751",2015,10,"F9","Frontier Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",147,19,0,0,1231,302,0,212,0,717
"10763",2015,10,"F9","Frontier Airlines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",18,1,0,0,163,163,0,0,0,0
"10764",2015,10,"F9","Frontier Airlines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",18,0,0,0,0,0,0,0,0,0
"10774",2015,10,"F9","Frontier Airlines Inc.","TPA","Tampa, FL: Tampa International",124,14,0,0,729,252,25,123,0,329
"10776",2015,10,"F9","Frontier Airlines Inc.","TTN","Trenton, NJ: Trenton Mercer",277,46,0,1,2385,412,0,789,0,1184
"10779",2015,10,"F9","Frontier Airlines Inc.","OMA","Omaha, NE: Eppley Airfield",17,0,0,0,0,0,0,0,0,0
"10780",2015,10,"F9","Frontier Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",13,1,0,0,75,75,0,0,0,0
"10781",2015,10,"F9","Frontier Airlines Inc.","MSO","Missoula, MT: Missoula International",13,2,0,0,100,47,0,0,0,53
"10791",2015,10,"HA","Hawaiian Airlines Inc.","OGG","Kahului, HI: Kahului Airport",1190,96,4,2,3056,2132,42,242,0,640
"10794",2015,10,"HA","Hawaiian Airlines Inc.","JFK","New York, NY: John F. Kennedy International",27,9,0,0,367,353,0,0,14,0
"10795",2015,10,"HA","Hawaiian Airlines Inc.","ITO","Hilo, HI: Hilo International",481,15,0,1,397,208,16,16,0,157
"10797",2015,10,"HA","Hawaiian Airlines Inc.","KOA","Kona, HI: Kona International Airport at Keahole",660,31,0,0,792,397,15,12,0,368
"10801",2015,10,"MQ","Envoy Air","CLL","College Station/Bryan, TX: Easterwood Field",144,16,5,0,767,300,136,161,0,170
"10802",2015,10,"MQ","Envoy Air","ORD","Chicago, IL: Chicago O'Hare International",6040,547,17,3,41809,21816,1784,5093,66,13050
"10808",2015,10,"MQ","Envoy Air","CMI","Champaign/Urbana, IL: University of Illinois/Willard",206,11,0,0,531,80,117,7,0,327
"10809",2015,10,"MQ","Envoy Air","GRR","Grand Rapids, MI: Gerald R. Ford International",206,14,0,1,522,250,57,126,0,89
"10816",2015,10,"MQ","Envoy Air","MSN","Madison, WI: Dane County Regional-Truax Field",175,14,0,0,508,255,22,153,0,78
"10817",2015,10,"MQ","Envoy Air","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",447,39,3,0,2016,753,241,430,0,592
"10820",2015,10,"MQ","Envoy Air","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",170,16,1,0,640,245,0,123,0,272
"10828",2015,10,"MQ","Envoy Air","CRP","Corpus Christi, TX: Corpus Christi International",108,18,3,1,875,255,71,388,0,161
"10833",2015,10,"MQ","Envoy Air","BNA","Nashville, TN: Nashville International",398,73,4,0,4535,1361,4,702,71,2397
"10837",2015,10,"MQ","Envoy Air","ELP","El Paso, TX: El Paso International",34,1,0,0,32,11,0,21,0,0
"10839",2015,10,"MQ","Envoy Air","AMA","Amarillo, TX: Rick Husband Amarillo International",39,2,1,0,113,108,0,5,0,0
"10844",2015,10,"MQ","Envoy Air","FSD","Sioux Falls, SD: Joe Foss Field",57,6,0,0,173,11,0,46,0,116
"10848",2015,10,"MQ","Envoy Air","HPN","White Plains, NY: Westchester County",87,12,0,1,320,172,0,78,0,70
"10860",2015,10,"MQ","Envoy Air","DBQ","Dubuque, IA: Dubuque Regional",87,7,0,1,259,39,0,9,0,211
"10875",2015,10,"MQ","Envoy Air","GCK","Garden City, KS: Garden City Regional",62,5,2,0,404,25,106,64,0,209
"10880",2015,10,"MQ","Envoy Air","FWA","Fort Wayne, IN: Fort Wayne International",181,11,0,0,540,242,139,29,0,130
"10906",2015,10,"MQ","Envoy Air","TLH","Tallahassee, FL: Tallahassee International",20,1,0,0,23,23,0,0,0,0
"10917",2015,10,"NK","Spirit Air Lines","LAS","Las Vegas, NV: McCarran International",949,201,7,1,10428,363,100,9094,0,871
"10919",2015,10,"NK","Spirit Air Lines","TPA","Tampa, FL: Tampa International",195,52,0,0,2937,116,0,2734,0,87
"10923",2015,10,"NK","Spirit Air Lines","IAH","Houston, TX: George Bush Intercontinental/Houston",572,191,2,0,9121,740,0,7944,30,407
"10929",2015,10,"NK","Spirit Air Lines","MYR","Myrtle Beach, SC: Myrtle Beach International",333,49,2,0,2678,259,0,2183,0,236
"10940",2015,10,"OO","SkyWest Airlines Inc.","FAT","Fresno, CA: Fresno Yosemite International",595,60,1,0,4402,1651,0,284,0,2467
"10945",2015,10,"OO","SkyWest Airlines Inc.","CHO","Charlottesville, VA: Charlottesville Albemarle",120,8,1,0,336,265,0,14,0,57
"10950",2015,10,"OO","SkyWest Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",1411,177,5,3,10504,4466,507,1504,36,3991
"10952",2015,10,"OO","SkyWest Airlines Inc.","DRO","Durango, CO: Durango La Plata County",86,13,0,0,628,201,0,71,0,356
"10953",2015,10,"OO","SkyWest Airlines Inc.","BFL","Bakersfield, CA: Meadows Field",183,21,0,0,941,255,37,132,0,517
"10955",2015,10,"OO","SkyWest Airlines Inc.","MRY","Monterey, CA: Monterey Regional",241,45,7,3,2237,855,154,312,0,916
"10959",2015,10,"EV","ExpressJet Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",17,0,0,0,0,0,0,0,0,0
"10960",2015,10,"OO","SkyWest Airlines Inc.","SBA","Santa Barbara, CA: Santa Barbara Municipal",564,75,0,0,3766,1051,10,421,34,2250
"10963",2015,10,"OO","SkyWest Airlines Inc.","LAN","Lansing, MI: Capital Region International",116,9,0,0,445,146,0,37,0,262
"10970",2015,10,"OO","SkyWest Airlines Inc.","DFW","Dallas/Fort Worth, TX: Dallas/Fort Worth International",367,75,2,3,3199,860,100,1413,0,826
"10972",2015,10,"NK","Spirit Air Lines","SJU","San Juan, PR: Luis Munoz Marin International",31,7,1,0,300,0,0,300,0,0
"10977",2015,10,"OO","SkyWest Airlines Inc.","EUG","Eugene, OR: Mahlon Sweet Field",328,45,1,0,2835,1079,248,283,0,1225
"10983",2015,10,"OO","SkyWest Airlines Inc.","LAS","Las Vegas, NV: McCarran International",226,47,0,0,2326,750,70,945,0,561
"10988",2015,10,"OO","SkyWest Airlines Inc.","GRR","Grand Rapids, MI: Gerald R. Ford International",119,21,0,0,910,230,14,188,0,478
"10990",2015,10,"OO","SkyWest Airlines Inc.","BIS","Bismarck/Mandan, ND: Bismarck Municipal",209,22,1,0,976,478,0,90,0,408
"10991",2015,10,"OO","SkyWest Airlines Inc.","RDM","Bend/Redmond, OR: Roberts Field",200,29,0,0,1199,510,0,125,4,560
"10992",2015,10,"OO","SkyWest Airlines Inc.","DVL","Devils Lake, ND: Devils Lake Regional",48,3,0,0,105,0,0,3,0,102
"10996",2015,10,"OO","SkyWest Airlines Inc.","ISN","Williston, ND: Sloulin Field International",194,14,2,1,749,385,0,92,0,272
"11020",2015,10,"OO","SkyWest Airlines Inc.","BUF","Buffalo, NY: Buffalo Niagara International",7,1,0,0,40,5,0,30,0,5
"11036",2015,10,"OO","SkyWest Airlines Inc.","EAU","Eau Claire, WI: Chippewa Valley Regional",62,12,0,0,410,210,0,77,0,123
"11047",2015,10,"OO","SkyWest Airlines Inc.","AVL","Asheville, NC: Asheville Regional",97,26,1,3,1199,399,127,199,0,474
"11058",2015,10,"OO","SkyWest Airlines Inc.","CRP","Corpus Christi, TX: Corpus Christi International",51,8,0,0,198,29,0,65,0,104
"11059",2015,10,"OO","SkyWest Airlines Inc.","FWA","Fort Wayne, IN: Fort Wayne International",313,37,0,0,1651,369,0,285,0,997
"11061",2015,10,"OO","SkyWest Airlines Inc.","CID","Cedar Rapids/Iowa City, IA: The Eastern Iowa",199,23,0,0,922,439,72,187,0,224
"11066",2015,10,"OO","SkyWest Airlines Inc.","BRD","Brainerd, MN: Brainerd Lakes Regional",53,4,0,0,210,79,0,11,0,120
"11070",2015,10,"OO","SkyWest Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",6,1,0,0,21,10,0,11,0,0
"11075",2015,10,"OO","SkyWest Airlines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",20,6,1,0,255,104,0,134,0,17
"11088",2015,10,"OO","SkyWest Airlines Inc.","HDN","Hayden, CO: Yampa Valley",20,4,0,0,117,81,0,11,0,25
"11097",2015,10,"OO","SkyWest Airlines Inc.","HIB","Hibbing, MN: Range Regional",84,12,1,0,1078,752,80,48,0,198
"11122",2015,10,"UA","United Air Lines Inc.","TPA","Tampa, FL: Tampa International",516,82,2,0,4571,1799,129,615,0,2028
"11123",2015,10,"UA","United Air Lines Inc.","EWR","Newark, NJ: Newark Liberty International",3972,515,10,14,37333,8709,654,15066,0,12904
"11125",2015,10,"UA","United Air Lines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",61,7,0,0,513,154,0,30,0,329
"11130",2015,10,"UA","United Air Lines Inc.","LAS","Las Vegas, NV: McCarran International",1124,142,2,2,9439,3306,79,1995,0,4059
"11132",2015,10,"UA","United Air Lines Inc.","SMF","Sacramento, CA: Sacramento International",222,32,1,0,1608,738,12,253,0,605
"11134",2015,10,"UA","United Air Lines Inc.","SAN","San Diego, CA: San Diego International",764,83,0,2,4685,1804,53,316,0,2512
"11136",2015,10,"UA","United Air Lines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",106,17,0,0,1863,1125,44,292,0,402
"11144",2015,10,"UA","United Air Lines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",465,49,2,1,2398,784,49,866,0,699
"11145",2015,10,"UA","United Air Lines Inc.","MFE","Mission/McAllen/Edinburg, TX: McAllen Miller International",48,9,1,0,628,416,0,40,0,172
"11151",2015,10,"UA","United Air Lines Inc.","PBI","West Palm Beach/Palm Beach, FL: Palm Beach International",130,24,0,0,1729,982,8,80,0,659
"11152",2015,10,"UA","United Air Lines Inc.","PSP","Palm Springs, CA: Palm Springs International",37,5,0,0,486,185,0,8,0,293
"11171",2015,10,"UA","United Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",57,11,0,0,832,398,0,70,0,364
"11189",2015,10,"UA","United Air Lines Inc.","TUL","Tulsa, OK: Tulsa International",49,2,0,0,129,103,0,26,0,0
"11204",2015,10,"VX","Virgin America","LAX","Los Angeles, CA: Los Angeles International",1143,154,0,1,9177,2368,224,1796,0,4789
"11205",2015,10,"VX","Virgin America","SFO","San Francisco, CA: San Francisco International",1525,223,4,0,13387,2592,206,4846,0,5743
"11210",2015,10,"VX","Virgin America","AUS","Austin, TX: Austin - Bergstrom International",177,50,7,0,3853,1326,132,933,24,1438
"11214",2015,10,"VX","Virgin America","MCO","Orlando, FL: Orlando International",31,3,0,0,83,53,20,10,0,0
"11218",2015,10,"VX","Virgin America","PSP","Palm Springs, CA: Palm Springs International",18,2,0,0,67,46,0,0,0,21
"11221",2015,10,"VX","Virgin America","LGA","New York, NY: LaGuardia",110,34,2,0,1865,724,36,752,0,353
"11223",2015,10,"WN","Southwest Airlines Co.","BUF","Buffalo, NY: Buffalo Niagara International",490,56,0,0,2773,1055,0,354,0,1364
"11233",2015,10,"WN","Southwest Airlines Co.","HOU","Houston, TX: William P Hobby",4325,544,15,9,30341,8690,2748,5562,0,13341
"11234",2015,10,"WN","Southwest Airlines Co.","HRL","Harlingen/San Benito, TX: Valley International",172,30,3,0,1594,401,4,184,0,1005
"11239",2015,10,"WN","Southwest Airlines Co.","JAX","Jacksonville, FL: Jacksonville International",360,58,0,0,2372,1067,0,254,0,1051
"11243",2015,10,"WN","Southwest Airlines Co.","LGA","New York, NY: LaGuardia",975,152,4,1,9334,1919,1921,3999,0,1495
"11250",2015,10,"WN","Southwest Airlines Co.","AMA","Amarillo, TX: Rick Husband Amarillo International",146,21,2,1,1283,366,0,222,0,695
"11254",2015,10,"WN","Southwest Airlines Co.","BHM","Birmingham, AL: Birmingham-Shuttlesworth International",374,40,0,0,2119,734,136,218,0,1031
"11255",2015,10,"WN","Southwest Airlines Co.","BNA","Nashville, TN: Nashville International",2491,263,3,1,13689,5406,511,1348,0,6424
"11266",2015,10,"WN","Southwest Airlines Co.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4778,600,10,2,28122,9686,590,4193,0,13653
"11268",2015,10,"WN","Southwest Airlines Co.","MEM","Memphis, TN: Memphis International",269,26,0,0,1076,269,76,159,0,572
"11271",2015,10,"WN","Southwest Airlines Co.","MSP","Minneapolis, MN: Minneapolis-St Paul International",719,62,0,0,2505,624,0,399,0,1482
"11274",2015,10,"WN","Southwest Airlines Co.","DEN","Denver, CO: Denver International",5244,654,7,0,28936,10237,214,4669,19,13797
"11280",2015,10,"WN","Southwest Airlines Co.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1179,165,9,5,7743,3975,125,832,0,2811
"11288",2015,10,"WN","Southwest Airlines Co.","TUL","Tulsa, OK: Tulsa International",383,62,1,0,2944,875,91,315,0,1663
"11290",2015,10,"WN","Southwest Airlines Co.","PIT","Pittsburgh, PA: Pittsburgh International",735,82,0,0,4140,1433,156,339,0,2212
"11295",2015,10,"WN","Southwest Airlines Co.","RIC","Richmond, VA: Richmond International",118,16,0,0,653,183,0,122,0,348
"11296",2015,10,"WN","Southwest Airlines Co.","RNO","Reno, NV: Reno/Tahoe International",592,68,0,0,3195,701,18,372,0,2104
"11299",2015,10,"WN","Southwest Airlines Co.","SAN","San Diego, CA: San Diego International",2683,303,9,2,14345,4535,98,1347,0,8365
"11311",2015,11,"AA","American Airlines Inc.","ORD","Chicago, IL: Chicago O'Hare International",5010,727,96,27,63843,14647,3272,25821,297,19806
"11312",2015,11,"AA","American Airlines Inc.","MIA","Miami, FL: Miami International",4283,619,9,11,35711,13875,1505,7849,343,12139
"11317",2015,11,"AA","American Airlines Inc.","SAN","San Diego, CA: San Diego International",693,137,1,10,7377,2496,899,1909,207,1866
"11324",2015,11,"AA","American Airlines Inc.","MCO","Orlando, FL: Orlando International",1519,251,6,0,12988,5256,974,1714,224,4820
"11327",2015,11,"AA","American Airlines Inc.","ONT","Ontario, CA: Ontario International",229,52,1,0,2273,949,152,448,33,691
"11328",2015,11,"AA","American Airlines Inc.","PHX","Phoenix, AZ: Phoenix Sky Harbor International",4809,638,23,3,31346,12708,1535,7557,152,9394
"11330",2015,11,"AA","American Airlines Inc.","PDX","Portland, OR: Portland International",314,51,0,1,2654,928,258,342,18,1108
"11331",2015,11,"AA","American Airlines Inc.","IAD","Washington, DC: Washington Dulles International",193,29,2,0,1563,874,48,172,36,433
"11333",2015,11,"AA","American Airlines Inc.","SFO","San Francisco, CA: San Francisco International",1352,232,5,1,12459,3515,1913,3911,13,3107
"11337",2015,11,"AA","American Airlines Inc.","SEA","Seattle, WA: Seattle/Tacoma International",625,118,8,6,5665,2519,130,1191,45,1780
"11340",2015,11,"AA","American Airlines Inc.","IAH","Houston, TX: George Bush Intercontinental/Houston",771,146,1,2,8687,2473,338,3084,149,2643
"11341",2015,11,"AA","American Airlines Inc.","AUS","Austin, TX: Austin - Bergstrom International",791,210,27,1,16719,3367,871,8112,0,4369
"11343",2015,11,"AA","American Airlines Inc.","BWI","Baltimore, MD: Baltimore/Washington International Thurgood Marshall",494,78,0,1,3539,1635,100,500,28,1276
"11344",2015,11,"AA","American Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",277,34,0,0,1842,1066,41,135,0,600
"11345",2015,11,"AA","American Airlines Inc.","TUS","Tucson, AZ: Tucson International",257,62,1,0,3719,1314,612,469,0,1324
"11348",2015,11,"AA","American Airlines Inc.","LBB","Lubbock, TX: Lubbock Preston Smith International",32,7,0,0,542,100,142,90,0,210
"11351",2015,11,"AA","American Airlines Inc.","SAT","San Antonio, TX: San Antonio International",485,84,3,2,4177,1436,563,579,0,1599
"11355",2015,11,"AA","American Airlines Inc.","LIH","Lihue, HI: Lihue Airport",59,5,0,1,230,207,0,23,0,0
"11356",2015,11,"AA","American Airlines Inc.","SJU","San Juan, PR: Luis Munoz Marin International",501,125,1,1,6002,2730,53,2149,199,871
"11360",2015,11,"AA","American Airlines Inc.","IND","Indianapolis, IN: Indianapolis International",391,49,3,0,1912,623,78,167,0,1044
"11365",2015,11,"AA","American Airlines Inc.","MCI","Kansas City, MO: Kansas City International",459,72,3,1,3644,1507,260,508,0,1369
"11370",2015,11,"AA","American Airlines Inc.","EGE","Eagle, CO: Eagle County Regional",11,0,0,0,0,0,0,0,0,0
"11378",2015,11,"AA","American Airlines Inc.","PIT","Pittsburgh, PA: Pittsburgh International",480,67,1,0,3333,1489,27,410,5,1402
"11381",2015,11,"AA","American Airlines Inc.","SDF","Louisville, KY: Louisville International-Standiford Field",27,8,0,0,277,174,0,15,20,68
"11383",2015,11,"AA","American Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",221,27,0,0,1398,510,44,70,0,774
"11387",2015,11,"AA","American Airlines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",30,8,0,3,254,9,0,158,11,76
"11388",2015,11,"AA","American Airlines Inc.","PVD","Providence, RI: Theodore Francis Green State",190,23,0,0,915,593,0,198,0,124
"11411",2015,11,"AS","Alaska Airlines Inc.","SLC","Salt Lake City, UT: Salt Lake City International",174,12,2,0,618,113,124,62,0,319
"11424",2015,11,"AS","Alaska Airlines Inc.","MCO","Orlando, FL: Orlando International",60,14,0,0,393,57,0,255,0,81
"11426",2015,11,"AS","Alaska Airlines Inc.","DCA","Washington, DC: Ronald Reagan Washington National",118,23,0,0,819,259,0,358,0,202
"11438",2015,11,"AS","Alaska Airlines Inc.","JFK","New York, NY: John F. Kennedy International",30,3,0,0,69,40,0,0,0,29
"11441",2015,11,"AS","Alaska Airlines Inc.","FLL","Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",30,11,0,0,353,88,0,265,0,0
"11442",2015,11,"AS","Alaska Airlines Inc.","MSP","Minneapolis, MN: Minneapolis-St Paul International",58,10,0,0,399,23,49,267,0,60
"11447",2015,11,"AS","Alaska Airlines Inc.","FAI","Fairbanks, AK: Fairbanks International",168,22,0,0,834,230,0,297,0,307
"11456",2015,11,"AS","Alaska Airlines Inc.","OTZ","Kotzebue, AK: Ralph Wien Memorial",58,11,2,3,375,107,153,89,0,26
"11457",2015,11,"AS","Alaska Airlines Inc.","ADK","Adak Island, AK: Adak",9,3,2,0,90,0,0,90,0,0
"11458",2015,11,"AS","Alaska Airlines Inc.","BUR","Burbank, CA: Bob Hope",86,15,0,0,444,144,14,202,0,84
"11462",2015,11,"AS","Alaska Airlines Inc.","CHS","Charleston, SC: Charleston AFB/International",9,1,0,0,34,34,0,0,0,0
"11463",2015,11,"B6","JetBlue Airways","TPA","Tampa, FL: Tampa International",467,58,2,0,2603,1467,0,368,0,768
"11467",2015,11,"B6","JetBlue Airways","SRQ","Sarasota/Bradenton, FL: Sarasota/Bradenton International",90,13,0,0,679,289,0,136,0,254
"11470",2015,11,"B6","JetBlue Airways","CLE","Cleveland, OH: Cleveland-Hopkins International",86,4,0,0,152,130,0,0,0,22
"11474",2015,11,"B6","JetBlue Airways","JFK","New York, NY: John F. Kennedy International",3547,628,33,3,37290,9223,918,13459,482,13208
"11482",2015,11,"B6","JetBlue Airways","JAX","Jacksonville, FL: Jacksonville International",295,32,2,0,1878,579,0,528,0,771
"11484",2015,11,"B6","JetBlue Airways","DEN","Denver, CO: Denver International",80,15,2,1,803,460,0,245,2,96
"11486",2015,11,"B6","JetBlue Airways","AUS","Austin, TX: Austin - Bergstrom International",188,50,2,0,4215,369,27,3226,0,593
"11498",2015,11,"B6","JetBlue Airways","PHL","Philadelphia, PA: Philadelphia International",153,19,0,0,1293,184,0,970,0,139
"11499",2015,11,"B6","JetBlue Airways","PSE","Ponce, PR: Mercedita",64,11,0,0,268,171,0,77,0,20
"11501",2015,11,"B6","JetBlue Airways","BQN","Aguadilla, PR: Rafael Hernandez",72,11,0,0,469,228,0,108,0,133
"11510",2015,11,"B6","JetBlue Airways","CLT","Charlotte, NC: Charlotte Douglas International",106,16,1,0,563,310,0,213,0,40
"11516",2015,11,"B6","JetBlue Airways","PWM","Portland, ME: Portland International Jetport",89,12,0,0,727,430,0,54,0,243
"11517",2015,11,"B6","JetBlue Airways","ABQ","Albuquerque, NM: Albuquerque International Sunport",21,8,0,0,379,125,0,153,0,101
"11518",2015,11,"B6","JetBlue Airways","RNO","Reno, NV: Reno/Tahoe International",30,5,0,1,396,365,0,17,10,4
"11522",2015,11,"DL","Delta Air Lines Inc.","TPA","Tampa, FL: Tampa International",876,89,1,0,3885,1886,152,886,0,961
"11533",2015,11,"DL","Delta Air Lines Inc.","SJC","San Jose, CA: Norman Y. Mineta San Jose International",217,26,0,0,1402,686,0,163,0,553
"11538",2015,11,"DL","Delta Air Lines Inc.","CVG","Cincinnati, OH: Cincinnati/Northern Kentucky International",506,25,0,0,1502,603,91,146,55,607
"11547",2015,11,"DL","Delta Air Lines Inc.","BNA","Nashville, TN: Nashville International",458,30,0,0,1194,469,51,241,0,433
"11549",2015,11,"DL","Delta Air Lines Inc.","RSW","Fort Myers, FL: Southwest Florida International",397,34,0,0,1349,548,107,366,0,328
"11554",2015,11,"DL","Delta Air Lines Inc.","BIL","Billings, MT: Billings Logan International",87,2,0,0,156,140,0,16,0,0
"11559",2015,11,"DL","Delta Air Lines Inc.","DAB","Daytona Beach, FL: Daytona Beach International",115,5,0,0,161,101,0,25,0,35
"11560",2015,11,"DL","Delta Air Lines Inc.","ANC","Anchorage, AK: Ted Stevens Anchorage International",110,29,0,0,1172,617,16,417,0,122
"11565",2015,11,"DL","Delta Air Lines Inc.","AUS","Austin, TX: Austin - Bergstrom International",285,56,0,0,3446,1217,83,1730,0,416
"11566",2015,11,"DL","Delta Air Lines Inc.","MIA","Miami, FL: Miami International",759,64,0,0,3239,1450,218,590,0,981
"11568",2015,11,"DL","Delta Air Lines Inc.","TUL","Tulsa, OK: Tulsa International",114,3,0,0,104,27,0,22,0,55
"11571",2015,11,"DL","Delta Air Lines Inc.","PHL","Philadelphia, PA: Philadelphia International",574,68,0,0,3712,1290,280,1849,0,293
"11579",2015,11,"DL","Delta Air Lines Inc.","MHT","Manchester, NH: Manchester-Boston Regional",59,2,0,0,632,7,603,22,0,0
"11585",2015,11,"DL","Delta Air Lines Inc.","RAP","Rapid City, SD: Rapid City Regional",30,3,0,0,604,2,0,573,0,29
"11591",2015,11,"DL","Delta Air Lines Inc.","BZN","Bozeman, MT: Bozeman Yellowstone International",54,4,0,0,218,205,0,13,0,0
"11594",2015,11,"DL","Delta Air Lines Inc.","ALB","Albany, NY: Albany International",136,10,0,0,1077,113,692,55,0,217
"11602",2015,11,"DL","Delta Air Lines Inc.","PVD","Providence, RI: Theodore Francis Green State",165,9,0,0,494,305,0,22,32,135
"11603",2015,11,"DL","Delta Air Lines Inc.","COS","Colorado Springs, CO: City of Colorado Springs Municipal",27,3,0,0,80,31,0,49,0,0
"11608",2015,11,"DL","Delta Air Lines Inc.","CAE","Columbia, SC: Columbia Metropolitan",85,7,0,0,253,176,5,8,0,64
"11609",2015,11,"DL","Delta Air Lines Inc.","MEM","Memphis, TN: Memphis International",369,33,0,0,2403,1038,185,429,0,751
"11621",2015,11,"DL","Delta Air Lines Inc.","STT","Charlotte Amalie, VI: Cyril E King",58,10,0,0,354,208,0,119,0,27
"11623",2015,11,"DL","Delta Air Lines Inc.","GSO","Greensboro/High Point, NC: Piedmont Triad International",238,12,0,0,577,368,22,68,0,119
"11624",2015,11,"DL","Delta Air Lines Inc.","CRW","Charleston/Dunbar, WV: Yeager",30,1,0,0,25,0,0,0,0,25
"11625",2015,11,"DL","Delta Air Lines Inc.","GPT","Gulfport/Biloxi, MS: Gulfport-Biloxi International",112,6,0,0,199,28,32,75,0,64
"11641",2015,11,"DL","Delta Air Lines Inc.","MOB","Mobile, AL: Mobile Regional",50,8,0,0,365,197,0,19,0,149
"11643",2015,11,"DL","Delta Air Lines Inc.","TVC","Traverse City, MI: Cherry Capital",32,3,0,0,339,138,33,33,0,135
"11650",2015,11,"DL","Delta Air Lines Inc.","ONT","Ontario, CA: Ontario International",25,3,0,0,59,0,0,59,0,0
"11652",2015,11,"DL","Delta Air Lines Inc.","MSO","Missoula, MT: Missoula International",29,2,0,0,59,11,0,24,0,24
"11657",2015,11,"DL","Delta Air Lines Inc.","GNV","Gainesville, FL: Gainesville Regional",53,7,0,0,383,146,0,20,0,217
"11658",2015,11,"DL","Delta Air Lines Inc.","AVL","Asheville, NC: Asheville Regional",57,3,1,1,693,22,647,0,0,24
"11660",2015,11,"DL","Delta Air Lines Inc.","EVV","Evansville, IN: Evansville Regional",30,2,0,0,75,0,33,4,0,38
"11662",2015,11,"EV","ExpressJet Airlines Inc.","ACT","Waco, TX: Waco Regional",142,27,2,0,1378,563,0,155,0,660
"11677",2015,11,"EV","ExpressJet Airlines Inc.","TYR","Tyler, TX: Tyler Pounds Regional",182,30,8,1,1905,920,61,312,0,612
"11683",2015,11,"EV","ExpressJet Airlines Inc.","CAE","Columbia, SC: Columbia Metropolitan",358,83,3,1,5343,2437,146,843,0,1917
"11685",2015,11,"EV","ExpressJet Airlines Inc.","TYS","Knoxville, TN: McGhee Tyson",393,86,8,0,5963,1873,222,1177,0,2691
"11687",2015,11,"EV","ExpressJet Airlines Inc.","BTR","Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",592,97,5,1,6181,2728,455,758,0,2240
"11689",2015,11,"EV","ExpressJet Airlines Inc.","MAF","Midland/Odessa, TX: Midland International Air and Space Port",121,24,3,0,1167,308,0,418,0,441
"11698",2015,11,"EV","ExpressJet Airlines Inc.","ROC","Rochester, NY: Greater Rochester International",171,23,4,0,1606,441,228,138,0,799
"11706",2015,11,"EV","ExpressJet Airlines Inc.","ALB","Albany, NY: Albany International",59,7,2,0,337,29,36,21,0,251
"11711",2015,11,"EV","ExpressJet Airlines Inc.","BTV","Burlington, VT: Burlington International",113,17,3,0,1435,320,53,179,0,883
"11717",2015,11,"EV","ExpressJet Airlines Inc.","CMH","Columbus, OH: John Glenn Columbus International",169,23,3,2,1604,861,49,179,0,515
"11720",2015,11,"EV","ExpressJet Airlines Inc.","ATL","Atlanta, GA: Hartsfield-Jackson Atlanta International",4388,914,20,8,57104,21130,0,9431,0,26543
"11729",2015,11,"EV","ExpressJet Airlines Inc.","LIT","Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",197,32,1,0,1746,653,23,448,0,622
